event_id,event_name_clean,event_name_ascii,category,proximity,status_confidence_raw,start_date,end_date,date_raw_clean,month_section,notes,parse_status
no_doubt_live_at_sphere_reunion__2026-05-13,No Doubt - Live at Sphere (reunion),no_doubt_live_at_sphere_reunion,Concerts,Strip,Confirmed,2026-05-13,2026-05-13,"May 6, 8, 9, 13, 15, 16, 21, 23, 24, 27, 29, 30, 2026",May 2026,DQ: Single-source (flag for review).,parsed
no_doubt_live_at_sphere_reunion__2026-05-15,No Doubt - Live at Sphere (reunion),no_doubt_live_at_sphere_reunion,Concerts,Strip,Confirmed,2026-05-15,2026-05-15,"May 6, 8, 9, 13, 15, 16, 21, 23, 24, 27, 29, 30, 2026",May 2026,DQ: Single-source (flag for review).,parsed
no_doubt_live_at_sphere_reunion__2026-05-16,No Doubt - Live at Sphere (reunion),no_doubt_live_at_sphere_reunion,Concerts,Strip,Confirmed,2026-05-16,2026-05-16,"May 6, 8, 9, 13, 15, 16, 21, 23, 24, 27, 29, 30, 2026",May 2026,DQ: Single-source (flag for review).,parsed
no_doubt_live_at_sphere_reunion__2026-05-21,No Doubt - Live at Sphere (reunion),no_doubt_live_at_sphere_reunion,Concerts,Strip,Confirmed,2026-05-21,2026-05-21,"May 6, 8, 9, 13, 15, 16, 21, 23, 24, 27, 29, 30, 2026",May 2026,DQ: Single-source (flag for review).,parsed
no_doubt_live_at_sphere_reunion__2026-05-23,No Doubt - Live at Sphere (reunion),no_doubt_live_at_sphere_reunion,Concerts,Strip,Confirmed,2026-05-23,2026-05-23,"May 6, 8, 9, 13, 15, 16, 21, 23, 24, 27, 29, 30, 2026",May 2026,DQ: Single-source (flag for review).,parsed
no_doubt_live_at_sphere_reunion__2026-05-24,No Doubt - Live at Sphere (reunion),no_doubt_live_at_sphere_reunion,Concerts,Strip,Confirmed,2026-05-24,2026-05-24,"May 6, 8, 9, 13, 15, 16, 21, 23, 24, 27, 29, 30, 2026",May 2026,DQ: Single-source (flag for review).,parsed
no_doubt_live_at_sphere_reunion__2026-05-27,No Doubt - Live at Sphere (reunion),no_doubt_live_at_sphere_reunion,Concerts,Strip,Confirmed,2026-05-27,2026-05-27,"May 6, 8, 9, 13, 15, 16, 21, 23, 24, 27, 29, 30, 2026",May 2026,DQ: Single-source (flag for review).,parsed
no_doubt_live_at_sphere_reunion__2026-05-29,No Doubt - Live at Sphere (reunion),no_doubt_live_at_sphere_reunion,Concerts,Strip,Confirmed,2026-05-29,2026-05-29,"May 6, 8, 9, 13, 15, 16, 21, 23, 24, 27, 29, 30, 2026",May 2026,DQ: Single-source (flag for review).,parsed
no_doubt_live_at_sphere_reunion__2026-05-30,No Doubt - Live at Sphere (reunion),no_doubt_live_at_sphere_reunion,Concerts,Strip,Confirmed,2026-05-30,2026-05-30,"May 6, 8, 9, 13, 15, 16, 21, 23, 24, 27, 29, 30, 2026",May 2026,DQ: Single-source (flag for review).,parsed
lovers_friends_festival__2026-05-09,Lovers & Friends Festival,lovers_friends_festival,Festivals,Strip,High,2026-05-09,2026-05-09,May 9 (Expected),May 2026,"Annual, typically early May. 2025: May 3.",parsed
memorial_day__2026-05-25,Memorial Day,memorial_day,Holidays,Unknown,Confirmed,2026-05-25,2026-05-25,"Mon, May 25, 2026",May 2026,3-day weekend - very high tourism (unofficial summer kick-off). Pool clubs and music festivals; expect sold-out hotels.,parsed
cincode_mayo__2026-05-05,Cincode Mayo,cincode_mayo,Holidays,Unknown,Confirmed,2026-05-05,2026-05-05,"Tues, May 5, 2026",May 2026,"Popular celebration in Vegas - Latin-themed events, high nightclub attendance. (Mid-week in 2026.)",parsed
reggae_in_the_desert__2026-06-13,Reggae in the Desert,reggae_in_the_desert,Festivals,Greater Vegas,High,2026-06-13,2026-06-13,Jun 13 (Expected),June 2026,"Annual, typically mid-June. 2025: Jun 14.; DQ: Single-source (flag for review).",parsed
kenny_chesney__2026-06-19,Kenny Chesney,kenny_chesney,Concerts,Unknown,Medium,2026-06-19,2026-06-27,Jun 19 - 27,June 2026,DQ: Single-source (flag for review).,parsed
infocomm_2026_pro_av_expo__2026-06-17,InfoComm 2026 (Pro AV Expo),infocomm_2026_pro_av_expo,Conventions,Strip,Confirmed,2026-06-17,2026-06-19,"June 17- 19, 2026",June 2026,Annual audiovisual trade show (June); DQ: Single-source (flag for review).,parsed
kenny_chesney_live_at_sphere__2026-06-19,Kenny Chesney - Live at Sphere,kenny_chesney_live_at_sphere,Concerts,Strip,Confirmed,2026-06-19,2026-06-19,"June 19, 20, 24, 26, 27, 2026",June 2026,DQ: Single-source (flag for review).,parsed
kenny_chesney_live_at_sphere__2026-06-20,Kenny Chesney - Live at Sphere,kenny_chesney_live_at_sphere,Concerts,Strip,Confirmed,2026-06-20,2026-06-20,"June 19, 20, 24, 26, 27, 2026",June 2026,DQ: Single-source (flag for review).,parsed
kenny_chesney_live_at_sphere__2026-06-24,Kenny Chesney - Live at Sphere,kenny_chesney_live_at_sphere,Concerts,Strip,Confirmed,2026-06-24,2026-06-24,"June 19, 20, 24, 26, 27, 2026",June 2026,DQ: Single-source (flag for review).,parsed
kenny_chesney_live_at_sphere__2026-06-26,Kenny Chesney - Live at Sphere,kenny_chesney_live_at_sphere,Concerts,Strip,Confirmed,2026-06-26,2026-06-26,"June 19, 20, 24, 26, 27, 2026",June 2026,DQ: Single-source (flag for review).,parsed
kenny_chesney_live_at_sphere__2026-06-27,Kenny Chesney - Live at Sphere,kenny_chesney_live_at_sphere,Concerts,Strip,Confirmed,2026-06-27,2026-06-27,"June 19, 20, 24, 26, 27, 2026",June 2026,DQ: Single-source (flag for review).,parsed
cosmoprof_north_america__2026-07-13,Cosmoprof North America,cosmoprof_north_america,Conventions,Strip,Confirmed,2026-07-13,2026-07-15,"Jul 13-15, 2026",July 2026,Beauty (Moved to July); Beauty (Moved to July),parsed
ed_sheeran_loop_tour__2026-07-18,Ed Sheeran - LOOP Tour,ed_sheeran_loop_tour,Concerts,Strip,Confirmed,2026-07-18,2026-07-18,"Jul 18, 2026",July 2026,DQ: Single-source (flag for review).,parsed
july_4th_fireworks__2026-07-04,July 4th Fireworks,july_4th_fireworks,Festivals,Strip,Confirmed,2026-07-04,2026-07-04,Jul 4,July 2026,Annual,parsed
kelly_clarkson_studio_sessions__2026-07-17,Kelly Clarkson: Studio Sessions,kelly_clarkson_studio_sessions,Concerts,Strip,Confirmed,2026-07-17,2026-07-17,"July 17, 18, 24, 25, 31; Aug 1, 7, 8, 14, 15, 2026",July 2026,DQ: Single-source (flag for review).,parsed
kelly_clarkson_studio_sessions__2026-07-18,Kelly Clarkson: Studio Sessions,kelly_clarkson_studio_sessions,Concerts,Strip,Confirmed,2026-07-18,2026-07-18,"July 17, 18, 24, 25, 31; Aug 1, 7, 8, 14, 15, 2026",July 2026,DQ: Single-source (flag for review).,parsed
kelly_clarkson_studio_sessions__2026-07-24,Kelly Clarkson: Studio Sessions,kelly_clarkson_studio_sessions,Concerts,Strip,Confirmed,2026-07-24,2026-07-24,"July 17, 18, 24, 25, 31; Aug 1, 7, 8, 14, 15, 2026",July 2026,DQ: Single-source (flag for review).,parsed
kelly_clarkson_studio_sessions__2026-07-25,Kelly Clarkson: Studio Sessions,kelly_clarkson_studio_sessions,Concerts,Strip,Confirmed,2026-07-25,2026-07-25,"July 17, 18, 24, 25, 31; Aug 1, 7, 8, 14, 15, 2026",July 2026,DQ: Single-source (flag for review).,parsed
kelly_clarkson_studio_sessions__2026-07-31,Kelly Clarkson: Studio Sessions,kelly_clarkson_studio_sessions,Concerts,Strip,Confirmed,2026-07-31,2026-07-31,"July 17, 18, 24, 25, 31; Aug 1, 7, 8, 14, 15, 2026",July 2026,DQ: Single-source (flag for review).,parsed
kelly_clarkson_studio_sessions__2026-08-01,Kelly Clarkson: Studio Sessions,kelly_clarkson_studio_sessions,Concerts,Strip,Confirmed,2026-08-01,2026-08-01,"July 17, 18, 24, 25, 31; Aug 1, 7, 8, 14, 15, 2026",July 2026,DQ: Single-source (flag for review).,parsed
kelly_clarkson_studio_sessions__2026-08-07,Kelly Clarkson: Studio Sessions,kelly_clarkson_studio_sessions,Concerts,Strip,Confirmed,2026-08-07,2026-08-07,"July 17, 18, 24, 25, 31; Aug 1, 7, 8, 14, 15, 2026",July 2026,DQ: Single-source (flag for review).,parsed
kelly_clarkson_studio_sessions__2026-08-08,Kelly Clarkson: Studio Sessions,kelly_clarkson_studio_sessions,Concerts,Strip,Confirmed,2026-08-08,2026-08-08,"July 17, 18, 24, 25, 31; Aug 1, 7, 8, 14, 15, 2026",July 2026,DQ: Single-source (flag for review).,parsed
kelly_clarkson_studio_sessions__2026-08-14,Kelly Clarkson: Studio Sessions,kelly_clarkson_studio_sessions,Concerts,Strip,Confirmed,2026-08-14,2026-08-14,"July 17, 18, 24, 25, 31; Aug 1, 7, 8, 14, 15, 2026",July 2026,DQ: Single-source (flag for review).,parsed
kelly_clarkson_studio_sessions__2026-08-15,Kelly Clarkson: Studio Sessions,kelly_clarkson_studio_sessions,Concerts,Strip,Confirmed,2026-08-15,2026-08-15,"July 17, 18, 24, 25, 31; Aug 1, 7, 8, 14, 15, 2026",July 2026,DQ: Single-source (flag for review).,parsed
ed_sheeran__2026-07-18,Ed Sheeran,ed_sheeran,Concerts,Strip,Confirmed,2026-07-18,2026-07-18,July 18,July 2026,,parsed
las_vegas_summer_market_home_furnishings__2026-07-26,Las Vegas Summer Market (Home Furnishings),las_vegas_summer_market_home_furnishings,Conventions,Near- Strip,Confirmed,2026-07-26,2026-07-30,"July 26- 30, 2026",July 2026,Biannual furniture market (Jul & Jan); DQ: Single-source (flag for review).,parsed
fourth_of_july_fireworks__2026-07-04,Fourth of July Fireworks,fourth_of_july_fireworks,Festivals,Strip/ Citywide,High,2026-07-04,2026-07-04,"July 4, 2026 (evening)",July 2026,"U.S. Independence Day - coordinated fireworks shows (Caesars Palace, Strat, Plaza, etc) and city events; Summerlin hosts large parade July 4 morning.; DQ: Single-source (flag for review).",parsed
ac_dc__2026-08-01,AC/DC,ac_dc,Concerts,Unknown,Medium,2026-08-01,2026-08-01,Aug 1,August 2026,DQ: Single-source (flag for review).,parsed
ac_dc_power_up_tour__2026-08-01,AC/DC - POWER UP TOUR,ac_dc_power_up_tour,Concerts,Strip,Confirmed,2026-08-01,2026-08-01,"Aug 1, 2026",August 2026,DQ: Single-source (flag for review).,parsed
magic_las_vegas_august__2026-08-10,MAGIC Las Vegas (August),magic_las_vegas_august,Conventions,Strip,Confirmed,2026-08-10,2026-08-12,"Aug 10-12, 2026",August 2026,Second week August,parsed
offprice_show_summer__2026-08-10,Offprice Show (Summer),offprice_show_summer,Conventions,Strip,High,2026-08-10,2026-08-12,"Aug 10- 12, 2026",August 2026,Runs alongside MAGIC in August (unannounced); DQ: Single-source (flag for review).,parsed
superzoo__2026-08-12,SuperZoo,superzoo,Conventions,South Strip,Confirmed,2026-08-12,2026-08-14,Aug 12 - 14,August 2026,Pet Retail; Pet Retail; DQ: Single-source (flag for review).,parsed
guns_n_roses_2026_world_tour__2026-08-22,Guns N' Roses - 2026 World Tour,guns_n_roses_2026_world_tour,Concerts,Strip,Confirmed,2026-08-22,2026-08-22,"Aug 22, 2026",August 2026,DQ: Single-source (flag for review).,parsed
asd_market_week_summer__2026-08-25,ASD Market Week (Summer),asd_market_week_summer,Conventions,Strip,Confirmed,2026-08-25,2026-08-27,"Aug 25- 27, 2026",August 2026,Now 3-day mid-week format (Aug),parsed
eclipse_day_partial__2026-08-12,Eclipse Day (Partial),eclipse_day_partial,Negative,Unknown,Medium,2026-08-12,2026-08-12,"Wed, Aug 12, 2026",August 2026,"A ~90% partial solar eclipse in Vegas midday (11:30am) might momentarily distract visitors. Not a negative per se, but may prompt some to travel to totality path in Texas rather than Vegas that week.; DQ: Single-source (flag for review).",parsed
labor_day__2026-09-07,Labor Day,labor_day,Holidays,Unknown,Confirmed,2026-09-07,2026-09-07,"Mon, Sep 7",September 2026,"Peak summer closing 3-day weekend, very high demand.",parsed
iheartradio_music_festival__2026-09-18,iHeartRadio Music Festival,iheartradio_music_festival,Festivals,Strip,High,2026-09-18,2026-09-19,"Sep 18-19, 2026 (Based on historical pattern)",September 2026,"Two-night televised concert with A-list pop acts, held each September in Vegas (since 2011)",parsed
foo_fighters__2026-09-26,Foo Fighters,foo_fighters,Concerts,Unknown,Medium,2026-09-26,2026-09-26,Sep 26,September 2026,DQ: Single-source (flag for review).,parsed
foo_fighters_take_cover_tour__2026-09-26,Foo Fighters - TAKE COVER TOUR,foo_fighters_take_cover_tour,Concerts,Strip,Confirmed,2026-09-26,2026-09-26,"Sep 26, 2026",September 2026,DQ: Single-source (flag for review).,parsed
carin_leon__2026-09-04,Carin Leon,carin_leon,Concerts,Unknown,Medium,2026-09-04,2026-09-13,Sep 4 - 13,September 2026,DQ: Single-source (flag for review).,parsed
dolly_parton_live_in_las_vegas__2026-09-17,Dolly Parton: Live in Las Vegas,dolly_parton_live_in_las_vegas,Concerts,Strip,Confirmed,2026-09-17,2026-09-17,"Sept 17, 19, 20, 23, 25, 26, 2026",September 2026,DQ: Single-source (flag for review).,parsed
dolly_parton_live_in_las_vegas__2026-09-19,Dolly Parton: Live in Las Vegas,dolly_parton_live_in_las_vegas,Concerts,Strip,Confirmed,2026-09-19,2026-09-19,"Sept 17, 19, 20, 23, 25, 26, 2026",September 2026,DQ: Single-source (flag for review).,parsed
dolly_parton_live_in_las_vegas__2026-09-20,Dolly Parton: Live in Las Vegas,dolly_parton_live_in_las_vegas,Concerts,Strip,Confirmed,2026-09-20,2026-09-20,"Sept 17, 19, 20, 23, 25, 26, 2026",September 2026,DQ: Single-source (flag for review).,parsed
dolly_parton_live_in_las_vegas__2026-09-23,Dolly Parton: Live in Las Vegas,dolly_parton_live_in_las_vegas,Concerts,Strip,Confirmed,2026-09-23,2026-09-23,"Sept 17, 19, 20, 23, 25, 26, 2026",September 2026,DQ: Single-source (flag for review).,parsed
dolly_parton_live_in_las_vegas__2026-09-25,Dolly Parton: Live in Las Vegas,dolly_parton_live_in_las_vegas,Concerts,Strip,Confirmed,2026-09-25,2026-09-25,"Sept 17, 19, 20, 23, 25, 26, 2026",September 2026,DQ: Single-source (flag for review).,parsed
dolly_parton_live_in_las_vegas__2026-09-26,Dolly Parton: Live in Las Vegas,dolly_parton_live_in_las_vegas,Concerts,Strip,Confirmed,2026-09-26,2026-09-26,"Sept 17, 19, 20, 23, 25, 26, 2026",September 2026,DQ: Single-source (flag for review).,parsed
life_is_beautiful_2026_music_art__2026-09-18,Life Is Beautiful 2026 (music & art),life_is_beautiful_2026_music_art,Festivals,Near- Strip,High,2026-09-18,2026-09-20,"Sept 18- 20, 2026 (est.)",September 2026,Major downtown festival (art/ food/music). Returning after hiatus - typically mid-late September 68; DQ: Single-source (flag for review).,parsed
global_gaming_expo_g2e_2026__2026-09-28,Global Gaming Expo (G2E) 2026,global_gaming_expo_g2e_2026,Conventions,Strip,Confirmed,2026-09-28,2026-10-01,"Sept 28 - Oct 1, 2026",September 2026,Annual casino gaming trade show (fall)24,parsed
carin_leon_at_sphere_latin_music__2026-09-04,Carín León at Sphere (Latin music),carin_leon_at_sphere_latin_music,Concerts,Strip,Confirmed,2026-09-04,2026-09-04,"Sept 4, 5, 6, 11, 12, 13, 2026",September 2026,DQ: Single-source (flag for review).,parsed
carin_leon_at_sphere_latin_music__2026-09-05,Carín León at Sphere (Latin music),carin_leon_at_sphere_latin_music,Concerts,Strip,Confirmed,2026-09-05,2026-09-05,"Sept 4, 5, 6, 11, 12, 13, 2026",September 2026,DQ: Single-source (flag for review).,parsed
carin_leon_at_sphere_latin_music__2026-09-06,Carín León at Sphere (Latin music),carin_leon_at_sphere_latin_music,Concerts,Strip,Confirmed,2026-09-06,2026-09-06,"Sept 4, 5, 6, 11, 12, 13, 2026",September 2026,DQ: Single-source (flag for review).,parsed
carin_leon_at_sphere_latin_music__2026-09-11,Carín León at Sphere (Latin music),carin_leon_at_sphere_latin_music,Concerts,Strip,Confirmed,2026-09-11,2026-09-11,"Sept 4, 5, 6, 11, 12, 13, 2026",September 2026,DQ: Single-source (flag for review).,parsed
carin_leon_at_sphere_latin_music__2026-09-12,Carín León at Sphere (Latin music),carin_leon_at_sphere_latin_music,Concerts,Strip,Confirmed,2026-09-12,2026-09-12,"Sept 4, 5, 6, 11, 12, 13, 2026",September 2026,DQ: Single-source (flag for review).,parsed
carin_leon_at_sphere_latin_music__2026-09-13,Carín León at Sphere (Latin music),carin_leon_at_sphere_latin_music,Concerts,Strip,Confirmed,2026-09-13,2026-09-13,"Sept 4, 5, 6, 11, 12, 13, 2026",September 2026,DQ: Single-source (flag for review).,parsed
las_vegas_marathon_original__2026-10-11,"Las Vegas Marathon (""Original"")",las_vegas_marathon_original,Festivals,Greater Vegas,Confirmed,2026-10-11,2026-10-11,"Oct 11, 2026",October 2026,Separate marathon event (smaller scale) revived in fall (Oct 2026) 74; DQ: Single-source (flag for review).,parsed
when_we_were_young_festival__2026-10-17,When We Were Young Festival,when_we_were_young_festival,Festivals,Strip,High,2026-10-17,2026-10-18,Oct 17-18 (Expected),October 2026,"Annual, typically mid-to-late October. 2025: Oct 18-19.",parsed
money20_20_usa__2026-10-18,Money20/20 USA,money20_20_usa,Private,Unknown,Medium,2026-10-18,2026-10-21,"Oct 18-21, 2026",October 2026,DQ: Single-source (flag for review).,parsed
hr_tech_conference__2026-10-20,HR Tech Conference,hr_tech_conference,Conventions,South Strip,Confirmed,2026-10-20,2026-10-22,Oct 20 - 22,October 2026,Human Resources; Human Resources; DQ: Single-source (flag for review).,parsed
oracle_cloud_world__2026-10-26,Oracle Cloud World,oracle_cloud_world,Conventions,Critical (Direct),Confirmed,2026-10-26,2026-10-29,Oct 26 - 29,October 2026,Enterprise Tech; Enterprise Tech; DQ: Single-source (flag for review).,parsed
netsuite_suiteworld__2026-10-26,NetSuite SuiteWorld,netsuite_suiteworld,Private,Unknown,Medium,2026-10-26,2026-10-29,"Oct 26-29, 2026",October 2026,DQ: Single-source (flag for review).,parsed
las_vegas_pride_parade_festival__2026-10-02,Las Vegas PRIDE Parade & Festival,las_vegas_pride_parade_festival,Festivals,Near- Strip,High,2026-10-02,2026-10-03,"Oct 2-3, 2026 (est.)",October 2026,Annual LGBTQ+ Pride parade down 4th St. (first Fri of Oct) and weekend festival 69; DQ: Single-source (flag for review).,parsed
dia_de_los_muertos__2026-10-31,Día de los Muertos,dia_de_los_muertos,Festivals,Greater Vegas,High,2026-10-31,2026-11-02,Oct 31 - Nov 2 (Expected),October 2026,"Annual, Nov 1-2. Springs Preserve event is a major local draw. 2025: Oct 30-Nov 2.",parsed
nascar_south_point_400_weekend__2026-10-03,NASCAR South Point 400 Weekend,nascar_south_point_400_weekend,Sports,Greater Vegas,Confirmed,2026-10-03,2026-10-04,Oct 3-4 (Cup race ~Oct 4),October 2026,Early October playoff race; DQ: Single-source (flag for review).,approximate
las_vegas_pride__2026-10-09,Las Vegas Pride,las_vegas_pride,Festivals,Near-Strip,High,2026-10-09,2026-10-11,Oct 9-11 (Expected),October 2026,"Annual, typically second weekend of October. 2025: Oct 10-12.",parsed
nascar_fall_race_weekend__2026-10-16,NASCAR Fall Race Weekend,nascar_fall_race_weekend,Sports,Greater Vegas,High,2026-10-16,2026-10-18,"~Oct 16- 18, 2026 (est.)",October 2026,DQ: Single-source (flag for review).,approximate
formula_1_las_vegas_grand_prix__2026-11-19,Formula 1 Las Vegas Grand Prix,formula_1_las_vegas_grand_prix,Sports,Strip,Confirmed,2026-11-19,2026-11-21,Nov 19 - 21,November 2026,"Track affects FSM access.; Track affects FSM access.; DQ: Attendance estimates vary >50% (31,500 vs 300,000).",parsed
f1_fan_fest__2026-11-19,F1 Fan Fest,f1_fan_fest,Festivals,Unknown,Confirmed,2026-11-19,2026-11-21,Nov 19 - 21,November 2026,High. Integrated into race week.; DQ: Single-source (flag for review).,parsed
aapex_2026_automotive_parts_expo__2026-11-03,AAPEX 2026 (Automotive Parts Expo),aapex_2026_automotive_parts_expo,Conventions,Strip,Confirmed,2026-11-03,2026-11-05,"Nov 3-5, 2026",November 2026,Held same week as SEMA (Nov)30; DQ: Single-source (flag for review).,parsed
sema_show_2026_auto_aftermarket__2026-11-03,SEMA Show 2026 (Auto Aftermarket),sema_show_2026_auto_aftermarket,Conventions,Strip,Confirmed,2026-11-03,2026-11-06,"Nov 3-6, 2026",November 2026,Annual auto specialty trade show (Nov)28; DQ: Single-source (flag for review).,parsed
awsre_invent__2026-11-30,AWSre:Invent,awsre_invent,Conventions,Strip,Confirmed,2026-11-30,2026-12-04,"Nov 30 - Dec 4, 2026",November 2026,Cloud Computing (Massive); Cloud Computing (Massive),parsed
veterans_day_parade__2026-11-11,Veterans Day Parade,veterans_day_parade,StripLocal,Unknown,Medium,2026-11-11,2026-11-11,"November 11, 2026",November 2026,,parsed
veterans_day__2026-11-11,Veterans Day,veterans_day,Holidays,Unknown,Confirmed,2026-11-11,2026-11-11,"Wed, Nov 11, 2026",November 2026,Midweek holiday - some govt/bank closures. Las Vegas hosts one of the biggest Veterans Day parades in US (downtown). Modest tourism bump if visitors make it a long weekend.,parsed
mjbizcon__2026-12-01,MJBizCon,mjbizcon,Conventions,Strip Corridor,Confirmed,2026-12-01,2026-12-04,Dec 1 - 4,December 2026,Cannabis Industry; Cannabis Industry; DQ: Single-source (flag for review).,parsed
las_vegas_bowl_2026_college_fb__2026-12-19,Las Vegas Bowl 2026 (College FB),las_vegas_bowl_2026_college_fb,Sports,Strip,Medium,2026-12-19,2026-12-20,"Dec 19- 20, 2026 (TBD)",December 2026,DQ: Single-source (flag for review).,parsed
mjbizcon_2026_cannabis_expo__2026-12-01,MJBizCon 2026 (Cannabis Expo),mjbizcon_2026_cannabis_expo,Conventions,Strip,Confirmed,2026-12-01,2026-12-04,"Dec 1-4, 2026",December 2026,Annual cannabis industry conf. (Dec)33 34; DQ: Single-source (flag for review).,parsed
new_year_s_eve__2026-12-31,New Year's Eve,new_year_s_eve,Festivals,Strip/Downtown,Confirmed,2026-12-31,2026-12-31,Dec 31,December 2026,Critical. Strip closes to traffic. FSM is a prime pre-closure access point.,parsed
new_year_s_eve_fireworks__2026-12-31,New Year's Eve Fireworks,new_year_s_eve_fireworks,Festivals,Strip,Confirmed,2026-12-31,2026-12-31,Dec 31,December 2026,Annual Strip celebration,parsed
new_year_s_eve_america_s_party__2026-12-31,"New Year's Eve ""America's Party""",new_year_s_eve_america_s_party,Festivals,Strip,Confirmed,2026-12-31,2026-12-31,"Dec 31, 2026",December 2026,Citywide NYE celebration with 8-minute midnight Strip fireworks show 78; Fremont St Experience hosts ~\$50 NYE bash downtown.,parsed
national_finals_rodeo_nfr_2026__2026-12-03,National Finals Rodeo (NFR) 2026,national_finals_rodeo_nfr_2026,Sports,Near- Strip,Confirmed,2026-12-03,2026-12-12,"Dec 3- 12, 2026",December 2026,"The ""Cowboy Christmas"" takeover.; The ""Cowboy Christmas"" takeover.",parsed
wrangler_national_finals_rodeo__2026-12-03,Wrangler National Finals Rodeo,wrangler_national_finals_rodeo,Sports,Near-Strip,Confirmed,2026-12-03,2026-12-12,Dec 3-12 (expected),December 2026,Early December 10-day event,parsed
christmas_day__2026-12-25,Christmas Day,christmas_day,Holidays,Unknown,Confirmed,2026-12-25,2026-12-25,"Fri, Dec 25, 2026",December 2026,"Christmas in Vegas is comparatively quiet (many shows go dark 12/23-25). However, the period from Dec 26-31 is one of the busiest of the year as New Year's crowds arrive.",parsed
